Name,Mileage,Engine,Seats
Maruti Wagon R VXI,18.9,998,5.0
Toyota Camry A/T,12.1,2362,5.0
Chevrolet Beat LS,18.6,1199,5.0
Toyota Fortuner 4x4 AT,12.55,2982,7.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,22.7,1498,5.0
Maruti Swift Vdi BSIII,17.8,1248,5.0
Mercedes-Benz S Class 2005 2013 S 350 CDI,13.5,2987,5.0
Honda Mobilio S i VTEC,17.3,1497,7.0
Hyundai Grand i10 Sportz,18.9,1197,5.0
Mahindra XUV500 AT W8 FWD,16.0,2179,7.0
Skoda Fabia 1.6 MPI Elegance,14.83,1598,5.0
Hyundai Santro Xing GLS,17.92,1086,5.0
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,15.29,1591,5.0
Mahindra Scorpio 1.99 S8,15.4,1997,7.0
Skoda Rapid 1.6 TDI Ambition,20.5,1598,5.0
Renault Duster 110PS Diesel RxZ,19.01,1461,5.0
BMW X5 xDrive 30d,11.7,2993,5.0
Toyota Etios G,17.6,1496,5.0
Maruti Wagon R LXI,22.5,998,5.0
Hyundai Creta 1.6 SX,15.8,1591,5.0
Maruti Celerio VXI,23.1,998,5.0
Land Rover Range Rover HSE Dynamic,12.7,2179,5.0
Chevrolet Beat LT,18.6,1199,5.0
Tata Nano Twist XT,25.4,624,4.0
Audi A6 2011-2015 35 TDI Technology,17.68,1968,5.0
Mercedes-Benz E-Class 280 CDI,11.0,2987,5.0
Maruti Swift VXI,22.0,1197,5.0
Fiat Linea T Jet,14.6,1368,5.0
Maruti Swift VXI Optional,20.4,1197,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Maruti Ertiga ZXI,16.02,1373,7.0
BMW 3 Series 320i Sedan,12.05,1995,5.0
Maruti Ertiga VXI,16.02,1373,7.0
Honda City 1.5 V AT,16.8,1497,5.0
Hyundai Santa Fe 4X4,14.66,2199,7.0
Tata Indigo LS,17.0,1405,5.0
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,10.93,2497,5.0
Maruti Swift Dzire LDi,19.3,1248,5.0
Ford Fiesta Classic 1.4 Duratorq CLXI,17.8,1399,5.0
Honda City i VTEC CVT VX,18.0,1497,5.0
Toyota Fortuner 4x2 Manual,13.0,2982,7.0
Honda Amaze VX O i VTEC,18.0,1198,5.0
Hyundai i20 Asta 1.4 CRDi,22.54,1396,5.0
Chevrolet Enjoy TCDi LTZ 7 Seater,18.2,1248,7.0
Mercedes-Benz New C-Class Progressive C 200,0.0,1950,5.0
Maruti SX4 ZXI AT Leather,12.6,1586,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,12.99,2494,7.0
BMW 5 Series 2003-2012 520d,18.48,1995,5.0
Renault Duster 110PS Diesel RxZ,19.01,1461,5.0
BMW X1 sDrive 20d xLine,20.68,1995,5.0
Honda City ZX GXi,17.7,1497,5.0
Maruti Ciaz RS ZDi Plus SHVS,28.09,1248,5.0
Maruti Swift Dzire VXi,17.5,1298,5.0
Mahindra XUV500 W6 2WD,15.1,2179,7.0
Honda Civic 2006-2010 1.8 S MT,13.5,1799,5.0
Maruti Ertiga ZDI,25.47,1248,7.0
Toyota Etios Liva GD,23.59,1364,5.0
Audi TT 2.0 TFSI,9.9,1984,2.0
Skoda Rapid 1.5 TDI Style,21.13,1498,5.0
Volkswagen Polo 1.5 TDI Highline,20.14,1498,5.0
Skoda Laura 1.9 TDI AT Elegance,17.0,1896,5.0
Mahindra Renault Logan 1.5 DLE Diesel,19.2,1461,5.0
Toyota Innova Crysta 2.8 GX AT,11.36,2755,7.0
BMW 3 Series 320d Luxury Line,18.88,1995,5.0
Honda Jazz 1.5 S i DTEC,27.3,1498,5.0
Honda Amaze VX i-DTEC,25.8,1498,5.0
Jaguar XF 2.2 Litre Luxury,16.36,2179,5.0
Maruti Swift Dzire VDI,26.59,1248,5.0
Jeep Compass 2.0 Limited,17.1,1956,5.0
Toyota Corolla Altis 1.8 Sport,12.5,1794,5.0
Honda City 1.5 V MT,17.0,1497,5.0
Maruti Swift ZXI,18.6,1197,5.0
Hyundai Verna 1.6 SX CRDI (O) AT,22.32,1582,5.0
Mahindra Bolero ZLX,15.96,2523,7.0
Maruti Swift VDI,22.9,1248,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,17.68,1968,5.0
Ford Ikon 1.3 LXi NXt,13.8,1299,5.0
Volkswagen Polo 1.5 TDI Highline,20.14,1498,5.0
Mahindra Bolero VLX CRDe,13.6,2523,7.0
Honda City i DTEC VX Option,25.1,1498,5.0
Chevrolet Sail Hatchback 1.2 LS,18.2,1199,5.0
Hyundai i20 1.2 Spotz,18.6,1197,5.0
BMW X1 sDrive 20d Sportline,17.05,1995,5.0
BMW X1 sDrive 20d Exclusive,15.06,1995,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Audi Q7 4.2 TDI Quattro Technology,11.33,4134,7.0
Maruti Ertiga VDI,20.77,1248,7.0
Hyundai i20 1.2 Magna,18.5,1197,5.0
Mercedes-Benz S Class 2005 2013 S 350 L,10.13,3498,5.0
Renault Duster 85PS Diesel RxL,20.45,1461,5.0
Mahindra Quanto C2,17.21,1493,7.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,15.97,2993,7.0
Maruti Swift Dzire VDi,19.3,1248,5.0
Maruti Swift LDI Optional,25.2,1248,5.0
Audi A6 2011-2015 35 TFSI Technology,13.53,1984,5.0
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,10.5,2835,6.0
Jaguar XF 2.2 Litre Executive,16.36,2179,5.0
Toyota Innova Crysta 2.8 ZX AT,11.36,2755,7.0
Skoda Octavia Ambition 2.0 TDI AT,19.3,1968,5.0
Toyota Corolla Altis VL AT,14.28,1798,5.0
Maruti Omni 8 Seater BSII,19.7,796,8.0
Mercedes-Benz GLC 220d 4MATIC Style,17.9,2143,5.0
Volkswagen Vento 1.5 TDI Highline AT,21.5,1498,5.0
Mahindra XUV500 W10 2WD,16.0,2179,7.0
Nissan Terrano XL 85 PS,20.45,1461,5.0
Hyundai Verna 1.6 SX CRDi (O),22.32,1582,5.0
BMW 5 Series 2013-2017 530d M Sport,14.69,2993,5.0
Mahindra Scorpio S4 Plus,15.4,2179,7.0
Hyundai Verna 1.6 CRDi SX,23.9,1582,5.0
Audi Q7 3.0 TDI Quattro Premium Plus,12.07,2967,7.0
Chevrolet Aveo U-VA 1.2 LT,14.7,1150,5.0
Mahindra Bolero ZLX BSIII,13.6,2523,7.0
Hyundai Xcent 1.2 Kappa S,19.1,1197,5.0
Toyota Innova Crysta 2.4 GX MT 8S,13.68,2393,8.0
Hyundai EON Era Plus,21.1,814,5.0
Volkswagen Polo Diesel Comfortline 1.2L,22.07,1199,5.0
Maruti Vitara Brezza ZDi,24.3,1248,5.0
BMW 3 Series 320d Prestige,18.88,1995,5.0
Hyundai EON Sportz,21.1,814,5.0
Honda City 1.5 S MT,17.0,1497,5.0
Honda Accord 2.4 MT,12.8,2354,5.0
Mahindra Xylo E8,14.0,2498,8.0
BMW 3 Series 320d,13.2,1995,5.0
Honda City V MT,16.8,1497,5.0
Mahindra XUV500 W10 2WD,16.0,2179,7.0
Hyundai i20 Asta 1.4 CRDi,21.27,1396,5.0
Toyota Fortuner 4x2 Manual,13.0,2982,7.0
Mahindra Bolero DI BSII,13.6,2523,8.0
Maruti Esteem Vxi - BSIII,15.9,1298,5.0
Mini Cooper 5 DOOR D,20.7,1496,5.0
Audi Q3 35 TDI Quattro Premium,15.73,1968,5.0
Hyundai i20 Sportz Option,17.0,1197,5.0
Tata Safari Storme VX Varicor 400,14.1,2179,7.0
Honda BR-V i-DTEC VX MT,21.9,1498,7.0
Volkswagen Jetta 2013-2015 2.0L TDI Highline,19.33,1968,5.0
Hyundai Xcent 1.2 Kappa S Option,19.1,1197,5.0
Maruti Ignis 1.2 Alpha,20.89,1197,5.0
BMW 5 Series 2013-2017 520d Luxury Line,18.12,1995,5.0
Ford Ikon 1.3 CLXi,13.8,1299,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Hyundai Verna 1.6 CRDI,22.32,1582,5.0
BMW 3 Series 320d Highline,16.07,1995,5.0
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,12.3,1796,5.0
Chevrolet Beat Option Pack,18.6,1199,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Maruti Ciaz ZDi Plus SHVS,28.09,1248,5.0
Mercedes-Benz New C-Class C 250 CDI Avantgarde,19.71,2143,5.0
Honda City ZX CVT,16.4,1497,5.0
Toyota Fortuner 4x2 4 Speed AT,11.5,2982,7.0
Maruti Alto K10 VXI,24.07,998,5.0
Jaguar XJ 2.0L Portfolio,9.43,1999,5.0
Hyundai i20 1.4 Magna ABS,21.9,1396,5.0
Honda BRV i-VTEC V CVT,16.0,1497,7.0
Toyota Corolla Executive (HE),13.4,1794,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,17.68,1968,5.0
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,12.99,2494,7.0
Hyundai Grand i10 CRDi Sportz,24.0,1120,5.0
Volkswagen Vento IPL II Petrol Highline AT,14.8,1598,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,12.8,2494,7.0
Hyundai Verna CRDi SX,16.8,1493,5.0
Maruti Ritz VDi,23.2,1248,5.0
Audi Q7 3.0 TDI Quattro Technology,12.07,2967,7.0
Hyundai i20 Asta Option 1.2,18.6,1197,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,24.3,1248,5.0
Honda City i VTEC S,17.4,1497,5.0
Maruti Ciaz ZXi,20.73,1373,5.0
Nissan Sunny XV CVT,17.5,1498,5.0
Volkswagen Polo Diesel Highline 1.2L,22.07,1199,5.0
Maruti Ertiga ZDI,20.77,1248,7.0
Maruti Swift Dzire VDI,26.59,1248,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,14.84,2143,5.0
Honda Brio S MT,19.4,1198,5.0
Hyundai i10 Magna Optional 1.1L,16.0,1086,5.0
Hyundai Verna 1.6 SX CRDi (O),22.32,1582,5.0
Maruti Ciaz VDI SHVS,28.09,1248,5.0
Ford Ikon 1.3 Flair,13.8,1299,5.0
Volkswagen Polo 1.2 MPI Highline,16.2,1199,5.0
Honda Jazz 1.2 V i VTEC,18.7,1199,5.0
Honda Amaze EX i-Dtech,25.8,1498,5.0
Hyundai i20 Asta 1.4 CRDi,22.54,1396,5.0
Maruti Ritz VDi,21.1,1248,5.0
Honda City V MT,16.8,1497,5.0
Skoda Superb 1.8 TSI MT,13.14,1798,5.0
Maruti Vitara Brezza LDi Option,24.3,1248,5.0
Hyundai i20 Asta,17.0,1197,5.0
Maruti Alto K10 VXI AGS,24.07,998,5.0
Hyundai EON Era Plus,21.1,814,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Mercedes-Benz SLK-Class SLK 350,18.1,3498,2.0
Audi A6 2.0 TDI Design Edition,18.53,1968,5.0
Ford EcoSport 1.5 TDCi Titanium,22.77,1498,5.0
Volkswagen Passat Highline DSG,14.3,1968,5.0
Toyota Innova Crysta 2.4 ZX MT,13.68,2393,7.0
Ford Figo Diesel ZXI,20.0,1399,5.0
Chevrolet Aveo 1.4,14.49,1399,5.0
Maruti Ritz LXi,18.5,1197,5.0
Land Rover Freelander 2 SE,12.39,2179,5.0
Hyundai Grand i10 Asta,18.9,1197,5.0
Ford Endeavour 3.2 Trend AT 4X4,10.91,3198,7.0
Audi Q5 2008-2012 2.0 TDI,12.8,1968,5.0
Hyundai Verna 1.6 VTVT,17.01,1591,5.0
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,13.0,2143,5.0
Mercedes-Benz M-Class ML 350 4Matic,0.0,2987,5.0
Maruti Swift Dzire ZXi,17.5,1298,5.0
Honda City 1.3 EXI S,13.0,1343,5.0
Renault Duster 85PS Diesel RxL Optional,20.46,1461,5.0
Mercedes-Benz New C-Class 220 CDI AT,14.84,2143,5.0
BMW X5 xDrive 30d Design Pure Experience 5 Seater,15.97,2993,5.0
Hyundai Xcent 1.2 Kappa SX Option,19.1,1197,5.0
Maruti Dzire AMT ZXI Plus,22.0,1197,5.0
BMW 3 Series 320d Corporate Edition,16.07,1995,4.0
Maruti Alto 800 LXI,22.74,796,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,17.11,1968,5.0
Mini Cooper S,13.6,1598,4.0
Audi Q7 3.0 TDI Quattro Premium Plus,12.07,2967,7.0
Chevrolet Beat Diesel LT,25.44,936,5.0
Maruti Wagon R LXI BS IV,20.51,998,5.0
Nissan Terrano XV Premium 110 PS,19.01,1461,5.0
BMW 3 Series 320d Luxury Plus,18.88,1995,5.0
Maruti Swift Dzire VXI,20.85,1197,5.0
Skoda Yeti Elegance 4X2,17.72,1968,5.0
Ford EcoSport 1.5 Ti VCT AT Titanium,15.63,1499,5.0
Hyundai i20 1.2 Magna,18.5,1197,5.0
Maruti S Cross DDiS 200 Sigma Option,15.0,1248,5.0
Hyundai Verna Transform VTVT,16.2,1599,5.0
BMW 3 Series 320d Luxury Line,18.88,1995,5.0
Hyundai Grand i10 1.2 CRDi Magna,24.0,1186,5.0
Honda City i-VTEC V,17.4,1497,5.0
Maruti Swift 1.3 VXi,16.1,1497.0,5.0
Maruti Swift VDI BSIV,25.2,1248,5.0
Maruti Baleno Zeta 1.3,27.39,1248,5.0
Tata Safari Storme 2012-2015 LX,14.0,2179,7.0
Hyundai Accent GLS,13.2,1495,5.0
Maruti Swift LDI SP Limited Edition,25.2,1248,5.0
Tata Nano XTA,21.9,624,4.0
Maruti Ertiga VDI,25.47,1248,7.0
Maruti Celerio VXI AMT,23.1,998,5.0
Maruti Swift VDI BSIV,25.2,1248,5.0
Volkswagen Vento Petrol Highline,15.04,1598,5.0
Volkswagen Jetta 2007-2011 1.9 Highline TDI,15.5,1896,5.0
Mini Cooper 5 DOOR D,20.7,1496,5.0
Tata Indica V2 DLS,17.2,1396,5.0
Land Rover Range Rover 3.0 D,0.0,1497.0,5.0
Honda City i-VTEC CVT VX,18.0,1497,5.0
Jaguar XF 2.2 Litre Luxury,16.36,2179,5.0
Mercedes-Benz E-Class 2015-2017 E250 Edition E,15.0,2143,5.0
Chevrolet Cruze LTZ,18.3,1991,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Mercedes-Benz New C-Class C 200 CGI Avantgarde,11.74,1796,5.0
Honda Jazz VX,18.2,1199,5.0
Toyota Etios G,16.78,1496,5.0
Maruti Alto LXi BSIII,19.7,796,5.0
Maruti Swift VXI BSIV,20.4,1197,5.0
Maruti A-Star Vxi,19.0,998,5.0
Tata Nano Lx BSIV,25.4,624,4.0
Ford Figo Titanium Diesel,25.5,1498,5.0
Fiat Linea Emotion,16.0,1368,5.0
Ford Figo Aspire 1.2 Ti-VCT Trend,18.16,1196,5.0
Maruti Baleno LXI,15.4,1590,5.0
BMW 3 Series 320d Luxury Line,18.88,1995,5.0
Chevrolet Cruze LTZ,17.9,1998,5.0
Mahindra Scorpio 2.6 DX,12.7,2609,8.0
Tata Indica V2 eLS,25.0,1396,5.0
Chevrolet Cruze LTZ AT,18.1,1991,4.0
Toyota Innova 2.5 V Diesel 8-seater,12.8,2494,8.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,19.27,2143,5.0
Maruti Ritz VXi,18.5,1197,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,12.8,2494,8.0
Toyota Fortuner 4x4 MT,12.55,2982,7.0
Hyundai i10 Sportz AT,16.95,1197,5.0
Hyundai Verna 1.6 SX,22.32,1582,5.0
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,15.73,1968,5.0
Chevrolet Beat LS,18.6,1199,5.0
Ford Fiesta 1.4 Duratorq ZXI,17.8,1399,5.0
Ford Figo Diesel EXI,20.0,1399,5.0
Maruti Celerio VXI AT,23.1,998,5.0
Mercedes-Benz A Class A180 CDI,20.0,2143,5.0
Hyundai Creta 1.6 SX,15.8,1591,5.0
Maruti Wagon R VXI BS IV,18.9,998,5.0
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,10.0,2148,5.0
Ford EcoSport 1.5 Ti VCT MT Titanium BE,18.88,1499,5.0
Renault Koleos 2.0 Diesel,13.73,1995,5.0
Mahindra XUV500 W10 2WD,16.0,2179,7.0
Maruti Omni E 8 Str STD,16.8,796,8.0
Maruti Wagon R VXI,22.5,998,5.0
Ford Endeavour XLT TDCi 4X2,13.1,2499,7.0
Hyundai Verna 1.6 SX,22.32,1582,5.0
Hyundai i20 Magna 1.2,18.6,1197,5.0
Maruti Ertiga ZXI,16.02,1373,7.0
Mahindra XUV500 W9 AT,14.0,2179,7.0
Maruti SX4 S Cross DDiS 200 Zeta,23.65,1248,5.0
Mercedes-Benz SLK-Class SLK 350,18.1,3498,2.0
Volkswagen Polo Diesel Comfortline 1.2L,22.07,1199,5.0
Toyota Fortuner 4x4 MT,12.55,2982,7.0
Mahindra XUV500 W10 2WD,16.0,2179,7.0
Mercedes-Benz GLE 250d,17.9,2143,5.0
Honda Jazz 1.2 VX i VTEC,18.7,1199,5.0
Maruti Swift Dzire VDI,23.4,1248,5.0
Hyundai Verna 1.6 SX VTVT,17.01,1591,5.0
Ford Endeavour 3.2 Titanium AT 4X4,10.91,3198,7.0
Hyundai i20 1.2 Asta Option,18.6,1197,5.0
Honda City 1.5 V MT Sunroof,16.8,1497,5.0
Honda Amaze VX Diesel,27.4,1498,5.0
Hyundai Verna 1.6 SX VTVT (O),17.1,1591,5.0
Honda Mobilio S i DTEC,24.2,1498,7.0
Maruti Ertiga ZDI,20.77,1248,7.0
Maruti Alto K10 LXI,24.07,998,5.0
Toyota Qualis FS B2,13.1,2446,10.0
Hyundai i10 Sportz,20.36,1197,5.0
Skoda Laura 1.9 TDI AT Ambiente,17.0,1896,5.0
Hyundai i20 Asta Option 1.2,18.6,1197,5.0
BMW 5 Series 2003-2012 530d Highline,11.5,2993,5.0
BMW 3 Series 320d M Sport,22.69,1995,5.0
Chevrolet Aveo 1.4 LT ABS BSIV,14.49,1399,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,14.21,2143,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,17.68,1968,5.0
Maruti Wagon R LXI BS IV,20.51,998,5.0
Renault KWID RXT,25.17,799,5.0
Volkswagen Ameo 1.5 TDI Highline,21.66,1498,5.0
Volkswagen Polo Diesel Comfortline 1.2L,22.07,1199,5.0
Maruti Alto 800 LXI,22.74,796,5.0
Hyundai i20 Asta Option 1.2,18.6,1197,5.0
Hyundai i20 1.2 Sportz,17.0,1197,5.0
Hyundai i20 1.4 Asta,22.54,1396,5.0
Maruti Wagon R LXI Optional,20.51,998,5.0
Hyundai i20 1.4 Asta Option,22.54,1396,5.0
Volkswagen Polo GT TSI,17.21,1197,5.0
Ford Figo Diesel Titanium,20.0,1399,5.0
Maruti Swift ZXI,18.6,1197,5.0
Hyundai Grand i10 CRDi Magna,24.0,1120,5.0
Mahindra Xylo H4,14.02,2179,7.0
Hyundai i10 Magna 1.1,19.81,1086,5.0
Skoda Octavia Elegance 2.0 TDI AT,19.3,1968,5.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,15.97,2993,7.0
Maruti Celerio VXI AT,23.1,998,5.0
Volkswagen Vento Diesel Comfortline,20.54,1598,5.0
BMW 3 Series 320d Highline,16.07,1995,5.0
Maruti Ertiga ZDI,20.77,1248,7.0
Ford Figo Diesel ZXI,20.0,1399,5.0
Volkswagen Polo 1.2 MPI Highline,16.47,1198,5.0
Audi A6 3.0 TDI quattro,16.77,2967,5.0
Toyota Innova Crysta 2.4 ZX MT,13.68,2393,7.0
Hyundai Verna 1.6 CRDi EX AT,22.32,1582,5.0
Hyundai Santro Xing GL Plus,17.92,1086,5.0
Audi A4 2.0 TDI,16.55,1968,5.0
Audi A4 2.0 TDI,16.55,1968,5.0
Skoda Laura 1.9 TDI MT Ambiente,17.0,1896,5.0
Honda CR-V 2.0L 2WD AT,13.7,1997,5.0
Hyundai Verna 1.6 SX CRDi (O),22.32,1582,5.0
Honda Mobilio RS i DTEC,24.5,1498,7.0
Hyundai i20 1.2 Asta Option,18.6,1197,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,12.8,2494,8.0
Hyundai i20 Magna 1.2,18.6,1197,5.0
Mahindra Bolero VLX BS IV,13.6,2523,7.0
Volkswagen Vento 1.5 TDI Comfortline,20.34,1498,5.0
Jaguar XF 2.2 Litre Luxury,16.36,2179,5.0
Maruti Zen LXi - BS III,17.3,993,5.0
Mercedes-Benz E-Class Facelift,13.0,2987,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
Hyundai Xcent 1.2 CRDi S,25.4,1186,5.0
Hyundai Creta 1.6 VTVT S,15.29,1591,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Honda Brio S MT,19.4,1198,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Audi A4 2.0 TDI Multitronic,16.55,1968,5.0
Toyota Innova Crysta 2.8 ZX AT,11.36,2755,7.0
Honda City i DTEC VX,25.1,1498,5.0
Honda City i DTEC VX,25.1,1498,5.0
Renault KWID 1.0 RXT Optional,21.7,999,5.0
Maruti Swift DDiS ZDI Plus,28.4,1248,5.0
Maruti Celerio VXI Optional AMT,23.1,998,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Hyundai i10 Magna,20.36,1197,5.0
Hyundai i10 Magna 1.1,19.81,1086,5.0
Maruti Dzire VXI,22.0,1197,5.0
Maruti Grand Vitara AT,9.7,1995,5.0
Audi TT 40 TFSI,14.33,1984,4.0
Mercedes-Benz New C-Class C 200 CGI,14.74,1991,5.0
Nissan Sunny 2011-2014 Diesel XV,21.64,1461,5.0
Maruti Wagon R LXI,18.9,998,5.0
Maruti Swift Dzire ZDI,23.4,1248,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Maruti Swift ZDI,28.4,1248,5.0
Mahindra Scorpio LX 2.6 Turbo,10.5,2609,7.0
Mercedes-Benz E-Class E250 CDI Avantgrade,13.0,2143,5.0
Toyota Fortuner 4x2 Manual,13.0,2982,7.0
Datsun redi-GO T Option,22.7,799,5.0
Honda City V MT,16.8,1497,5.0
Toyota Camry Hybrid,19.16,2494,5.0
Honda City i DTec V,26.0,1498,5.0
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,19.33,1968,5.0
Audi A6 2011-2015 2.0 TDI,17.68,1968,5.0
Maruti Ertiga VDI,20.77,1248,7.0
Mercedes-Benz New C-Class C 220 CDI Style,19.27,2143,5.0
Maruti Swift Dzire Vdi BSIV,19.3,1248,5.0
Renault Duster 110PS Diesel RxZ Pack,19.01,1461,5.0
Maruti Ritz VDi,21.1,1248,5.0
Maruti Swift Dzire VXI,19.1,1197,5.0
Maruti Swift ZDi,22.9,1248,5.0
Hyundai EON Sportz,21.1,814,5.0
Maruti Zen VXI BSII,17.3,993,5.0
Maruti Eeco 7 Seater Standard,15.1,1196,7.0
Audi Q5 30 TDI quattro Premium,14.16,1968,5.0
Audi Q3 2.0 TDI,15.73,1968,5.0
Maruti Swift Dzire VDi,19.3,1248,5.0
Tata Sumo DX,14.07,1978,10.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,15.97,2993,7.0
Honda City i-VTEC CVT VX,18.0,1497,5.0
Tata Indigo eCS eLX BS IV,25.0,1396,5.0
Volkswagen Vento TSI,16.93,1197,5.0
Maruti Celerio VXI,23.1,998,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Mitsubishi Outlander 2.4,11.3,2360,5.0
Volkswagen Jetta 2007-2011 1.9 Highline TDI,15.5,1896,5.0
Hyundai Creta 1.6 CRDi SX,19.67,1582,5.0
Skoda Fabia 1.2 MPI Ambiente Petrol,17.5,1198,5.0
Ford EcoSport 1.5 TDCi Titanium,22.77,1498,5.0
Maruti Zen Estilo 1.1 LXI BSIII,18.2,1061,5.0
Maruti Ciaz 1.4 Delta,20.73,1373,5.0
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,14.74,1991,5.0
Honda Amaze SX i-VTEC,17.8,1198,5.0
Renault Duster 85PS Diesel RxL,19.87,1461,5.0
Volkswagen Polo Petrol Highline 1.2L,16.47,1198,5.0
Hyundai Creta 1.6 SX Plus Diesel,19.67,1582,5.0
Jaguar XF Diesel,14.74,2993,5.0
Jeep Compass 2.0 Limited 4X4,16.3,1956,5.0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,15.68,1999,5.0
Maruti Baleno Alpha Diesel,27.39,1248,5.0
Maruti Ciaz ZDi SHVS,28.09,1248,5.0
Maruti SX4 Vxi BSIII,15.0,1586,5.0
Hyundai Elantra CRDi SX,22.7,1582,5.0
Mitsubishi Pajero Sport 4X4,13.5,2477,7.0
Volkswagen Ameo 1.2 MPI Comfortline,17.0,1198,5.0
Maruti Ritz VXi,18.5,1197,5.0
Hyundai Verna CRDi SX,16.8,1493,5.0
Maruti Swift Dzire Tour LDI,23.4,1248,5.0
Mahindra KUV 100 mFALCON D75 K6,25.32,1198,6.0
Toyota Innova Crysta 2.4 ZX MT,13.68,2393,7.0
Maruti Baleno Delta 1.2,21.4,1197,5.0
Honda Jazz VX Diesel,27.3,1498,5.0
Hyundai i20 1.2 Asta,17.0,1197,5.0
Hyundai i20 Sportz Diesel,23.0,1396,5.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,19.27,2143,5.0
Hyundai Xcent 1.2 Kappa Base,19.1,1197,5.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
Maruti Alto 800 VXI,22.74,796,5.0
Chevrolet Sail Hatchback 1.2 LS,18.2,1199,5.0
Mercedes-Benz C-Class Progressive C 220d,0.0,1950,5.0
Skoda Superb Elegance 1.8 TSI AT,13.7,1798,5.0
Audi A4 2.0 TDI,16.55,1968,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,12.8,2494,8.0
Mercedes-Benz CLA 200 CDI Sport,17.9,2143,5.0
Hyundai i10 Era,19.81,1086,5.0
Maruti Swift Dzire VXi,17.5,1298,5.0
Skoda Rapid 1.5 TDI AT Ambition,21.66,1498,5.0
Maruti Ritz VDi,21.1,1248,5.0
Hyundai Accent GLS 1.6,14.4,1599,5.0
Honda Amaze SX i-VTEC,17.8,1198,5.0
Maruti Wagon R LXI,18.9,998,5.0
Volkswagen Polo Diesel Comfortline 1.2L,22.07,1199,5.0
Ford Endeavour 2.2 Trend AT 4X2,12.62,2198,7.0
Hyundai i20 1.2 Sportz,17.0,1197,5.0
Chevrolet Beat Diesel PS,25.44,936,5.0
Honda Civic 2010-2013 1.8 V MT,14.8,1799,5.0
Maruti Wagon R VXI BS IV,20.51,998,5.0
Skoda Rapid 1.6 MPI Ambition Plus,15.0,1598,5.0
Maruti Baleno Vxi - BSIII,15.4,1590,5.0
Ford EcoSport 1.5 TDCi Titanium,22.77,1498,5.0
Hyundai Accent GLE,13.2,1495,5.0
BMW 5 Series 520d Luxury Line,22.48,1995,5.0
Maruti Alto K10 2010-2014 VXI,20.92,998,5.0
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,15.73,1968,5.0
Toyota Corolla H4,11.3,1794,5.0
Volvo XC60 D5,13.5,2400,5.0
Honda Jazz 1.5 VX i DTEC,27.3,1498,5.0
Maruti Ciaz 1.3 Alpha,28.09,1248,5.0
Maruti Swift VXI BSIV,20.4,1197,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,19.27,2143,5.0
Maruti Wagon R VXI Minor,18.9,1061,5.0
